User_ID,Username,Email,Signup_Date,Country,Age,Gender,Device_Type,Game_Title,Total_Play_Sessions,Avg_Session_Duration_Min,Total_Hours_Played,In_Game_Purchases_Count,Total_Revenue_USD,Last_Login,Subscription_Tier,Referral_Source,Preferred_Game_Mode,Rank_Tier,Achievement_Score
0a46a61d-955e-4f40-9943-2f5512702a9c,Bradleybrianna,Ddennis@tucker-montes.biz,27-10-2024,Australia,35,Other,Pc,Speedrun,22,32.69,122.2,7,25.01,22-04-2025,Platinum,Social media,Multiplayer,Diamond,6479
3fa4296b-3ff2-4e53-a388-8e132f894686,Carol27,Lindseyderrick@gmail.com,10-09-2024,Samoa,39,Other,Console,Speedrun,30,40.23,88.88,5,28.75,23-04-2025,Gold,Organic,Co-op,Bronze,8439
9faab244-08b3-4f8e-9ef3-3295cea56db2,Reidsusan,George94@gmail.com,12-10-2024,United states minor outlying islands,21,Male,Console,Battlezone,22,16.48,178,3,31.7,03-05-2025,Platinum,Friend,Solo,Platinum,5341
95480647-c44e-4dac-983d-47c4c2d2d915,Richardsonlisa,Felicia07@davis-middleton.com,21-09-2023,Reunion,16,Male,Pc,Speedrun,19,32.09,62.79,5,9.25,01-05-2025,Gold,Organic,Co-op,Platinum,5431
0b9650a0-b453-4ca0-9fb0-0b0ff2e70f6f,Anncochran,Xadams@gmail.com,04-09-2024,Northern mariana islands,20,Female,Pc,Questraid,17,10.18,25.25,7,86.16,04-05-2025,Gold,Social media,Multiplayer,Bronze,820
7ba3b709-be03-4ebd-962a-1674530def01,Andersonstephen,Kimberly15@gmail.com,12-12-2024,Guadeloupe,31,Other,Console,Speedrun,23,23.52,99.37,9,103.33,12-05-2025,Free,Ads,Solo,Bronze,380
Cb8b2ffe-ccc8-4f9d-8b45-e4048473dd4a,Zolson,Kirbyandrew@yahoo.com,31-08-2023,Jersey,34,Other,Mobile,Questraid,19,13.69,56.98,3,18.12,01-05-2025,Gold,Friend,Multiplayer,Platinum,6004
743f543a-5f3b-472c-8672-3a0e75dd2c5a,Daniel33,Jameshess@shepherd-price.com,04-08-2024,Japan,31,Other,Mobile,Speedrun,15,40.64,66.87,2,51.32,28-04-2025,Platinum,Ads,Solo,Diamond,3613
206c73d8-a5bc-4bfa-9746-ade12ad1b4e9,Josephball,Guzmanjacqueline@davis-thomas.net,16-12-2024,Vanuatu,14,Other,Mobile,Battlezone,28,46.8,106.11,4,25.9,06-05-2025,Gold,Social media,Co-op,Silver,3167
Db3a454b-0885-447d-bb2f-4bdbdff10889,Jtorres,Markwright@guzman-chapman.biz,05-11-2024,Togo,18,Other,Mobile,Questraid,19,29.51,8.57,7,23.27,18-05-2025,Free,Organic,Co-op,Silver,9191
51659cac-9ba0-4e8b-a037-d0dc1d4cae7e,Davidbrown,Padillasharon@mckinney.com,01-03-2025,Solomon islands,21,Female,Pc,Questraid,12,23.58,147.25,3,84.12,28-04-2025,Silver,Social media,Solo,Diamond,835
3a9a33df-3c1e-47b6-a2ac-52b0eceb971e,James19,Jmcbride@yahoo.com,28-09-2024,El salvador,27,Female,Console,Mysticwar,21,26.73,47.79,8,32.62,22-04-2025,Free,Social media,Multiplayer,Gold,919
1804ddf2-15c1-44a2-bb9d-7dc10d5631a6,Eatonbarry,Katherine24@yahoo.com,03-07-2024,France,49,Female,Console,Battlezone,30,21.83,103.33,3,95.53,30-04-2025,Silver,Friend,Co-op,Platinum,5161
A3914548-c294-409c-b090-b9e51472c079,Sdonaldson,Pamela63@mccoy-chang.org,30-10-2023,British virgin islands,33,Other,Console,Questraid,16,34.27,75.65,4,44.02,07-05-2025,Platinum,Ads,Multiplayer,Bronze,9376
1ae96e5c-e7ec-45d5-a326-c66cb532bf18,Hernandezrachel,Susan43@gonzales.com,16-12-2024,Nauru,32,Other,Console,Battlezone,20,13.22,134.64,7,24.74,20-05-2025,Platinum,Friend,Solo,Gold,5345
3cd25f21-452c-4071-9d39-0ccc28df8598,Hamptontammy,Amy52@rosales-smith.com,15-10-2023,Anguilla,23,Female,Pc,Questraid,12,39.39,115.14,6,46.28,08-05-2025,Free,Organic,Multiplayer,Diamond,2323
8a85126b-b547-4309-90fd-158686cc6505,Russellpalmer,Elizabeth97@hotmail.com,26-08-2023,Saint pierre and miquelon,48,Male,Mobile,Battlezone,20,13.8,17.96,3,48.58,22-04-2025,Gold,Ads,Multiplayer,Platinum,4420
B0a921b2-1156-4567-be03-564e1faf54ef,Thomas50,Sheliachambers@hotmail.com,16-03-2024,Afghanistan,20,Male,Console,Speedrun,22,3.85,59.2,7,93.69,12-05-2025,Silver,Ads,Solo,Gold,5270
21e8604b-a868-43d9-a8df-65e25df445c4,Xmccormick,Dbrown@yahoo.com,05-08-2024,Haiti,41,Other,Pc,Mysticwar,22,18.1,137.43,4,45.67,03-05-2025,Free,Friend,Multiplayer,Gold,2039
4fc0db47-04d0-487d-98bb-64f3b1c884cc,Bullockbrandon,Derrickmclaughlin@smith.com,19-12-2024,Bangladesh,40,Male,Mobile,Battlezone,13,24.19,118.44,2,2.1,20-05-2025,Free,Friend,Co-op,Diamond,1296
6a769874-c49a-41b3-9bb0-b07f84d16b25,Alyssagardner,Beckerrebecca@lopez.com,11-10-2024,Andorra,21,Female,Pc,Speedrun,26,34.8,114.19,5,36.64,04-05-2025,Gold,Organic,Co-op,Bronze,3327
1748969f-3d6f-4bf0-b915-896c1a459d55,Gparker,Uday@yahoo.com,04-09-2024,Estonia,46,Male,Console,Questraid,20,40.84,159.32,5,31.17,12-05-2025,Platinum,Organic,Co-op,Silver,8694
15fa4476-380e-4d39-b3a0-52b5ea5d8db0,Jongarcia,Robertsandoval@hotmail.com,12-10-2023,Moldova,21,Other,Pc,Mysticwar,24,42.79,68.17,7,9.29,21-05-2025,Gold,Organic,Co-op,Platinum,1306
55a00c92-62e1-48af-bcb9-28f401aa6446,Reyeswhitney,Dmorrison@gmail.com,23-12-2024,Germany,40,Male,Pc,Mysticwar,19,25.5,118.92,5,26.71,18-05-2025,Gold,Ads,Co-op,Silver,7492
27861722-ded8-45ca-b262-aa70f367ec37,Rebecca06,Fischerclaudia@mueller.com,06-04-2024,Vietnam,16,Female,Pc,Battlezone,27,39.04,100.13,7,96.38,29-04-2025,Gold,Friend,Solo,Diamond,6189
1b70977a-c7b2-4217-96e7-41e0778d506b,Kendraanthony,Lglover@hotmail.com,26-02-2024,Honduras,31,Male,Mobile,Speedrun,20,41.21,77.86,6,18.74,04-05-2025,Silver,Organic,Solo,Gold,7843
Dbb44099-e9ef-42cc-b3b4-708d6de074d6,Hannaharmstrong,Doylekellie@hotmail.com,19-03-2025,Heard island and mcdonald islands,45,Other,Mobile,Battlezone,27,40.78,111.16,3,10.79,02-05-2025,Silver,Friend,Multiplayer,Silver,601
134189bd-335e-46d6-ba03-6fa8e6b42ff2,Tracy41,Robert00@yahoo.com,10-10-2024,Namibia,37,Other,Pc,Battlezone,16,3.11,94.87,7,48.84,04-05-2025,Gold,Friend,Multiplayer,Silver,5471
12cf31f6-e4f3-4523-b491-5239eea1cc30,Sjackson,Pattersonemma@hotmail.com,12-07-2024,Morocco,40,Male,Console,Mysticwar,17,19.91,8.3,4,20.01,10-05-2025,Platinum,Ads,Co-op,Diamond,1878
Bfdf475c-1058-41ef-abbf-49e70a859b13,Luisfrost,Paul38@stephenson.com,06-11-2023,Lithuania,30,Male,Console,Speedrun,18,27.18,180.93,3,18.98,18-05-2025,Free,Organic,Multiplayer,Silver,3567
525986ce-3f37-47ed-95eb-5dadff517593,Michaelnicholson,Stonecarl@ponce-russell.com,31-08-2023,Gambia,16,Other,Pc,Speedrun,13,48.45,79.66,6,135.94,14-05-2025,Gold,Social media,Multiplayer,Bronze,4601
Db1b9f7c-49d3-4559-bf75-e566edb043bf,Sandradalton,Bryanerika@hotmail.com,14-04-2025,Nicaragua,48,Male,Mobile,Battlezone,34,34.45,143.31,5,0.84,29-04-2025,Free,Social media,Solo,Diamond,9475
9ae005a5-c592-42e4-a36d-dde8a8d944c6,Melissarobinson,Medinacindy@hotmail.com,05-05-2025,Belarus,20,Other,Mobile,Battlezone,17,25.43,13.32,2,24.24,18-05-2025,Gold,Friend,Co-op,Gold,9242
Bc509a5a-c5f9-4da7-91ef-bc47e2cfdbfe,Nunezemily,Lawrencejackson@gmail.com,03-12-2024,Romania,26,Other,Console,Battlezone,18,24.45,80.73,2,20.14,03-05-2025,Gold,Friend,Co-op,Silver,5867
51a4c311-58e8-4aa9-94b8-9046e74b3dd7,Angela96,Schmidtjoshua@davis.com,23-06-2023,South georgia and the south sandwich islands,13,Female,Console,Mysticwar,19,24.78,91.15,7,118.8,12-05-2025,Platinum,Friend,Multiplayer,Bronze,7860
2a571eaf-3c74-4ad5-8e70-4349d5efa696,Cparks,Crawfordelijah@turner.com,18-09-2024,Reunion,14,Male,Console,Questraid,19,21.36,101.08,3,1.23,13-05-2025,Free,Social media,Multiplayer,Diamond,5083
12f8c8ed-e5c0-4e74-8fc6-6910cb43e399,Christopher52,Robinsonthomas@gordon.info,14-09-2023,Gambia,22,Other,Pc,Mysticwar,23,37.63,130.97,6,6.89,02-05-2025,Silver,Social media,Solo,Diamond,7145
A20e3794-c5b2-41c0-bbcc-44b2452e8150,Murraysandra,Carlos83@hotmail.com,26-10-2024,Malaysia,25,Other,Console,Questraid,24,37.32,72.19,5,11.21,14-05-2025,Gold,Social media,Multiplayer,Silver,1624
Bd6e9d40-d70c-4ae5-82af-6ae7f9d82df0,Jeanwatkins,Pruittfrank@yahoo.com,16-11-2024,Armenia,19,Female,Pc,Speedrun,23,18.84,116.13,4,10,16-05-2025,Silver,Social media,Co-op,Platinum,5875
Ab5de312-8847-489f-aaaa-e4aa26df4f7e,Billymitchell,Randychen@yahoo.com,20-04-2024,Rwanda,33,Other,Mobile,Speedrun,15,12.73,140.78,6,35.62,18-05-2025,Platinum,Organic,Solo,Diamond,8748
E198362c-4c3a-41d5-bca5-5e4c9fa0cb0d,Balvarez,Ksmith@yahoo.com,06-03-2024,Kenya,45,Other,Console,Mysticwar,17,25.02,109.61,2,8.37,16-05-2025,Free,Ads,Solo,Diamond,7711
54d28418-5781-4b12-b701-aa3e48b20a2a,Gina28,Jacob97@yahoo.com,25-06-2023,Tunisia,27,Male,Console,Battlezone,15,23.07,115.6,4,75,23-04-2025,Platinum,Friend,Co-op,Diamond,2851
F0d9a6c7-e478-4c52-8ec7-8238cfc949d7,Cherylsalinas,Sextondawn@whitaker.net,26-07-2023,Montserrat,34,Other,Mobile,Speedrun,25,32.4,111.52,4,183.93,19-05-2025,Silver,Social media,Solo,Silver,6586
86ea5336-6385-46c0-9501-72e1cbaf55a0,Zbaker,Robert29@hotmail.com,04-03-2024,Namibia,40,Female,Console,Battlezone,24,46.6,106.43,3,102.17,08-05-2025,Free,Organic,Solo,Gold,1820
433f8031-d3ca-43fe-a303-401f1f64734a,Eharris,Amber03@lewis.info,17-05-2024,Brunei darussalam,32,Male,Mobile,Questraid,23,21.5,101.67,7,9.72,09-05-2025,Silver,Ads,Solo,Gold,8277
24e527e3-1207-4613-bee4-404e74fccb02,Taylorelizabeth,Framirez@yahoo.com,27-09-2024,Iceland,46,Female,Console,Mysticwar,18,37.14,8.08,4,7.56,09-05-2025,Gold,Friend,Multiplayer,Gold,9575
0b7b9728-be5f-4755-97d0-19e00dd471da,Johnramos,Hornmichelle@brown.biz,18-10-2023,Guinea-bissau,21,Male,Mobile,Speedrun,14,36.93,156.33,5,96.42,22-04-2025,Free,Organic,Solo,Platinum,5605
770e3f0f-8743-4976-9ba9-c3f79722c6da,Guerreropaul,Christopherwelch@gmail.com,08-09-2023,Papua new guinea,37,Female,Console,Questraid,19,11.93,58.32,3,36.39,06-05-2025,Free,Social media,Multiplayer,Bronze,2769
Afba90be-3491-42f4-a23d-33a7d6207fbc,Yjackson,Amandahernandez@yahoo.com,07-10-2024,French polynesia,31,Other,Mobile,Battlezone,25,23.48,147.55,6,2.17,24-04-2025,Gold,Organic,Solo,Platinum,64
1bb9b61c-eb32-408d-b55e-b3160ee5befc,Melissa75,Jeffery73@lopez-golden.net,06-02-2024,Cyprus,22,Male,Pc,Mysticwar,24,18.71,92.38,9,3.07,09-05-2025,Free,Ads,Multiplayer,Silver,5223
41447ec4-2958-47bf-b592-0844a308e3b6,Lopezmelinda,Sandracopeland@gmail.com,23-08-2024,Syrian arab republic,19,Other,Mobile,Questraid,25,37.87,136.2,6,12.76,18-05-2025,Silver,Organic,Multiplayer,Silver,8707
F46fc781-1753-46fb-ba22-96a185485014,Hartlaura,Keithmoore@gmail.com,22-06-2023,Solomon islands,24,Female,Mobile,Mysticwar,17,26.38,153.05,5,12.46,13-05-2025,Platinum,Friend,Solo,Diamond,6639
833f67ce-972e-4464-9b28-d9388112d967,Meagan61,Qho@hotmail.com,08-12-2024,Uzbekistan,46,Other,Console,Questraid,19,28.76,54.66,4,6.15,03-05-2025,Silver,Ads,Solo,Bronze,7796
7b36e1a1-30f2-4218-9d52-bd64ac4a4f45,Victor38,Tinagreer@yahoo.com,23-08-2023,Equatorial guinea,13,Female,Pc,Speedrun,19,26.22,91.99,7,54.27,19-05-2025,Gold,Friend,Co-op,Bronze,8499
269ac2b7-3ca5-4b84-a7c2-deb959301e9a,Uhall,Shepherdsheila@gmail.com,05-11-2023,Suriname,15,Male,Pc,Speedrun,26,33.17,96.3,4,1.84,01-05-2025,Silver,Friend,Solo,Gold,6695
B23e7aac-5b27-4dd0-85bc-0c14bf6e3fe1,Zcantrell,Crystal05@yahoo.com,27-08-2024,Togo,46,Male,Console,Questraid,20,22.42,58.07,5,67.91,22-04-2025,Free,Organic,Multiplayer,Silver,549
9d829379-19ec-46bc-944e-d6f557799011,Timothy15,Anthony30@smith-kramer.com,06-05-2024,Aruba,45,Male,Console,Mysticwar,19,24.91,92.7,6,152.01,14-05-2025,Silver,Social media,Co-op,Bronze,6444
33b44a85-2f05-483b-8b6a-2bd4490a2119,Christinalee,Pattersoncaleb@yahoo.com,28-11-2024,Australia,46,Male,Mobile,Speedrun,20,21.74,93.62,8,35.78,07-05-2025,Silver,Friend,Multiplayer,Diamond,907
Aa1c0df1-f10c-44d2-b1aa-8e61c9dc1681,Leonardyang,Thomasdavid@gmail.com,20-09-2023,Mauritius,26,Other,Console,Speedrun,19,21,104.53,2,5.67,10-05-2025,Gold,Friend,Solo,Bronze,2911
Ed525763-972b-4b21-be59-c00d51ba9a72,Stevenstone,Eglenn@norman.com,10-08-2023,Guinea-bissau,31,Other,Pc,Speedrun,17,26.59,154.98,6,55.4,21-05-2025,Platinum,Friend,Co-op,Silver,5604
F6410c07-4a28-4609-983b-1c6808019d03,Yflores,Jaclyn44@hotmail.com,03-06-2024,Cyprus,48,Other,Mobile,Questraid,25,32.63,150.54,10,8.84,02-05-2025,Free,Organic,Co-op,Diamond,9422
2fc39af8-fde5-4f86-8408-8c2fae278945,Cindy54,Rachel59@gmail.com,31-03-2025,Vietnam,23,Other,Pc,Battlezone,24,14.79,163.86,5,42.96,17-05-2025,Silver,Social media,Co-op,Bronze,9997
3b3fcc82-3e17-4f4f-b195-5a2adc1c7300,Douglaswilson,Pamela87@stark.com,19-09-2023,China,39,Other,Pc,Questraid,28,36.59,40.27,5,41.14,19-05-2025,Gold,Ads,Co-op,Diamond,2897
A49556cd-8796-4224-81cf-e8661bf02ceb,Palvarez,Mpreston@hotmail.com,11-10-2024,Pakistan,17,Male,Mobile,Questraid,14,11.63,45.78,2,62.82,13-05-2025,Platinum,Ads,Solo,Bronze,3395
2f1ec3a9-699d-461c-88c2-078a5a37c6f1,Paynesheila,Nathan40@cummings.net,15-06-2024,Chile,27,Female,Mobile,Questraid,18,28.58,65.67,3,116.96,28-04-2025,Free,Social media,Co-op,Diamond,6775
Becc4b6e-52f3-4f54-ba6b-026b0f668d61,Fcampbell,Anthonycummings@yahoo.com,13-09-2024,Turkmenistan,21,Male,Console,Questraid,20,40.79,143.82,8,85.32,01-05-2025,Silver,Social media,Solo,Diamond,3429
E812b0b8-f4ab-4dff-baa9-2709dff4f077,Josephortega,Christopher29@tapia.com,15-11-2023,Liberia,18,Male,Pc,Questraid,21,43.84,72.15,3,33.16,01-05-2025,Silver,Ads,Multiplayer,Platinum,7264
D2d88f8f-b068-422b-b79a-59311f8b1273,Qbrown,Wglover@luna-jordan.com,10-08-2023,Mauritius,31,Other,Pc,Battlezone,10,35.74,93.56,4,2.17,01-05-2025,Free,Organic,Co-op,Gold,460
0ef24781-83b3-4861-b2cd-191ab0e1386d,Carlasmith,Davidmartin@gmail.com,04-11-2024,Tokelau,43,Male,Pc,Questraid,19,13.75,116.64,5,82.21,20-05-2025,Platinum,Social media,Multiplayer,Platinum,7137
932baa2f-14d8-45d4-b551-88ee625f75a9,Uyu,Colejennifer@petty.com,23-05-2023,Mali,46,Other,Mobile,Speedrun,22,28.04,1.42,3,1.88,14-05-2025,Platinum,Organic,Multiplayer,Gold,929
5a45a0ee-7343-4a24-acf2-fb5d6c00bff8,Oroy,Greenshelley@butler.com,01-11-2024,Turkey,40,Other,Pc,Battlezone,24,49.08,85.9,6,6.33,28-04-2025,Silver,Ads,Multiplayer,Platinum,307
2ab3b57f-0d7c-4f2a-b1b7-d86defc5a5f3,Xdavis,Kenneth08@gonzalez.com,12-11-2024,Bolivia,47,Other,Mobile,Questraid,19,43.31,88.68,4,9.44,27-04-2025,Silver,Social media,Co-op,Silver,8170
F11caa3b-4377-487c-92f7-3804fa53bd10,William59,Robert86@warren.com,13-06-2023,Tokelau,20,Female,Console,Speedrun,20,28.95,92.03,5,2.92,30-04-2025,Gold,Social media,Solo,Bronze,7074
3a96bd6d-f9eb-4f40-ab32-866397e17a3b,Cody05,Joshua20@velez-waters.com,27-01-2024,Lebanon,41,Male,Mobile,Speedrun,23,42.64,148.23,5,15.87,29-04-2025,Silver,Friend,Co-op,Bronze,984
52b1657d-1b63-4ca5-b298-ab3c37aa1d2e,Megan42,Jason63@herman-bolton.com,06-11-2023,Liberia,13,Male,Pc,Speedrun,22,28.21,8.1,1,16.57,10-05-2025,Platinum,Social media,Solo,Platinum,6059
438b4671-e995-4f34-b6cc-354c4630c56c,Williamsnyder,Tylertaylor@yahoo.com,03-11-2024,Canada,31,Male,Pc,Battlezone,16,35.92,49.11,7,4.1,14-05-2025,Gold,Ads,Multiplayer,Bronze,4197
0fe65388-998b-4a2c-ae15-ea6625ee95eb,Katie33,Edwinquinn@davis.com,06-02-2024,Andorra,17,Male,Console,Mysticwar,21,17.23,104.51,5,40.6,05-05-2025,Gold,Ads,Multiplayer,Silver,6278
D5a8c58c-f551-4e35-bbe6-71d13090d206,Wilsonjessica,Turnergeorge@hotmail.com,05-04-2025,Swaziland,15,Male,Mobile,Questraid,14,9.97,128.71,3,13.13,14-05-2025,Silver,Ads,Solo,Gold,4925
9da9bf8e-66dd-4451-8506-f48ffa361033,Willie68,Morrisamanda@gmail.com,28-12-2024,Bermuda,20,Other,Pc,Mysticwar,14,21.65,164.69,9,205.32,17-05-2025,Silver,Ads,Multiplayer,Platinum,5757
1046b71a-61e1-4f78-8eeb-629292597a1e,Qtaylor,Beth74@morrison-hamilton.com,25-03-2024,Samoa,30,Other,Pc,Mysticwar,18,32.02,153.17,6,68.28,17-05-2025,Free,Ads,Co-op,Diamond,3429
49b75d8f-a6d1-44d2-8749-37b8dacd1d34,Blacksarah,Williamslogan@jones.com,17-11-2024,Central african republic,19,Female,Console,Questraid,18,19.56,80.42,7,118.4,03-05-2025,Platinum,Ads,Solo,Bronze,3905
C497179c-328c-47c5-8f0e-b6668d964b9f,Andrew77,Christianbrett@hotmail.com,10-09-2023,Falkland islands (malvinas),33,Other,Mobile,Mysticwar,22,25.07,26.72,4,19.84,25-04-2025,Silver,Social media,Multiplayer,Platinum,1037
43369afa-85e7-418b-b9f2-0d5c40782664,Rayala,Eduardo46@torres.biz,28-04-2024,Cote d'ivoire,49,Female,Pc,Mysticwar,13,11.33,102.38,2,79.89,06-05-2025,Free,Friend,Solo,Bronze,5516
Fab8ef78-eace-4feb-b543-bdfbed237cef,Rdaniels,Rachellynn@hotmail.com,09-07-2024,Croatia,38,Other,Console,Battlezone,26,18.58,97.25,5,27.08,26-04-2025,Platinum,Ads,Multiplayer,Gold,3699
6b9073d8-0b6b-4f75-a870-490718cec87b,Slowe,Eescobar@yahoo.com,18-09-2023,Turkmenistan,46,Male,Mobile,Speedrun,27,13.85,141.11,3,19.23,03-05-2025,Platinum,Social media,Multiplayer,Silver,6359
68925ca1-7c10-4543-ace8-5708b36ac8a2,Iolsen,Mcguirejennifer@gmail.com,10-08-2023,Tunisia,35,Female,Mobile,Battlezone,22,20.8,149.68,4,2.76,01-05-2025,Free,Organic,Co-op,Diamond,1486
8ea65b17-a167-4147-904b-fb539f730d38,Cody86,Lopezmartha@hotmail.com,04-11-2024,Brazil,33,Other,Pc,Battlezone,19,8.17,81.37,9,11.73,22-04-2025,Gold,Ads,Co-op,Silver,3895
F148aa0e-c52c-473a-b161-1b400c1ec23c,Rebeccagonzalez,Hmoore@yahoo.com,16-07-2023,Korea,45,Female,Mobile,Mysticwar,24,25.1,54.21,6,154.9,04-05-2025,Platinum,Social media,Co-op,Diamond,2156
396085c8-6852-4bd9-b055-2c6774065e38,Kathryn95,Elizabeth52@hotmail.com,15-11-2024,Yemen,32,Female,Mobile,Speedrun,19,30.36,148.83,8,54.5,23-04-2025,Silver,Ads,Co-op,Platinum,9722
52d41a4e-3657-42b7-a99e-3b2aca4aad11,Leelopez,Carlosgates@brown.com,22-09-2024,Congo,34,Male,Pc,Mysticwar,21,32.89,64.45,5,16.27,23-04-2025,Silver,Ads,Co-op,Bronze,2837
C441f460-49b1-4a15-9ca1-2015c9e52170,Richardburnett,Yperkins@fisher.com,23-12-2023,Tokelau,36,Male,Mobile,Battlezone,22,41.48,54.69,6,47.85,17-05-2025,Gold,Ads,Solo,Gold,6053
D9038346-6bb0-41dc-8da4-64f4fce73fe5,Hulltaylor,Larry40@stewart-reynolds.com,24-07-2024,Eritrea,49,Female,Console,Speedrun,17,19.75,41.33,5,24.57,30-04-2025,Platinum,Social media,Co-op,Bronze,1655
756589de-25b9-495c-9625-72d37566800d,Joshuahutchinson,Duffyjasmine@hotmail.com,29-03-2024,Comoros,15,Other,Pc,Battlezone,18,19.76,41.05,2,158.81,14-05-2025,Free,Ads,Solo,Diamond,6507
2a33ce50-d7b8-4feb-8f49-45c58a1f66c5,Bchapman,Brittanymaynard@hernandez-carson.net,30-08-2024,Christmas island,14,Other,Mobile,Mysticwar,14,21.36,224.67,6,16.23,03-05-2025,Silver,Social media,Multiplayer,Silver,3923
427e415b-53e2-4312-af6d-74055f9776af,Oestes,Martinezheidi@crosby-spencer.com,11-02-2024,Pitcairn islands,42,Female,Pc,Battlezone,14,34.89,103.75,7,64.51,15-05-2025,Silver,Friend,Co-op,Silver,1707
1e47ea39-4137-4726-9666-81c3080b8f85,Kcrawford,Andrew20@bailey.net,02-01-2025,Cote d'ivoire,46,Other,Pc,Speedrun,20,32.67,79.35,3,125.7,25-04-2025,Free,Social media,Multiplayer,Gold,2971
0a656696-3309-438d-88a3-1ffac00950b9,Brittanywright,Mcculloughjames@elliott.org,18-08-2023,South africa,15,Female,Mobile,Mysticwar,17,25.42,19.7,2,73.92,12-05-2025,Free,Social media,Co-op,Diamond,21
9c8d0a59-e40d-4e6a-9e69-908c0e03f13e,Johnmoore,Icarter@yahoo.com,21-02-2024,Azerbaijan,15,Male,Mobile,Speedrun,18,45.89,74.4,3,67.55,23-04-2025,Free,Organic,Co-op,Platinum,4095
74fcbbc2-da87-4ca5-8610-8650970a53f7,Lisacochran,Shawnarobinson@gmail.com,01-06-2023,South georgia and the south sandwich islands,31,Other,Console,Mysticwar,25,28.86,195.88,1,1.63,05-05-2025,Free,Ads,Co-op,Diamond,4548
45e9a904-194e-44ca-b903-af5eac0471bc,Graybrian,Jamesjohnson@gmail.com,24-11-2024,Lao people's democratic republic,25,Female,Pc,Mysticwar,21,25.14,67.39,8,45.13,08-05-2025,Free,Social media,Multiplayer,Gold,3271
A4f417aa-73fd-49f4-93cb-396828979d9f,Jcox,Lclark@gmail.com,23-10-2023,Afghanistan,20,Female,Console,Mysticwar,33,26.03,105.05,2,22.76,10-05-2025,Free,Ads,Solo,Silver,5455
D10a5f50-9234-48fe-82f7-58c40335fa73,Juliajohnson,Gardnerbrittany@johns-moore.com,31-05-2024,Tuvalu,37,Other,Console,Questraid,22,28.48,79.65,5,79.96,21-05-2025,Gold,Ads,Co-op,Silver,3600
22f9eccd-80cd-45cb-96f9-fae6a46b3b40,Xwebb,Maryhoffman@hill.com,04-08-2024,Haiti,34,Female,Mobile,Battlezone,13,23.19,163.79,6,3.23,05-05-2025,Platinum,Friend,Solo,Platinum,7704
